,ticker,name,description,logoid,update_mode,type,typespecs,market_cap_basicfundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
137,NASDAQ:KURA,KURA,"Kura Oncology, Inc.",kura-oncology,streaming,stock,['common'],,5.54,100,1,false,0,USD,-7.046979865771812,3433606,,-2.2581,-1.2600896860986655,0.0,Health technology,Health Technology,america,1.107143,2.969977897334403
138,NASDAQ:LICN,LICN,Lichen International Limited,lichen-international-limited,streaming,stock,['common'],,3.839,100,1,false,0,USD,-7.04600484261501,19544,,-8.808,,0.0,Commercial services,Commercial Services,america,,0.06642296173542563
139,NASDAQ:PLAY,PLAY,"Dave & Buster's Entertainment, Inc.",dave-and-buster-s-entertainment,streaming,stock,['common'],,23.89,100,1,false,0,USD,-7.006617360840796,1148614,23.597392335045438,1.0124,-56.845694799659,0.0,Consumer services,Consumer Services,america,1.636364,1.44348001371327
140,NASDAQ:BZAI,BZAI,"Blaize Holdings, Inc.",blaize,streaming,stock,['common'],,3.2,100,1,false,0,USD,-6.9767441860465045,2575509,,-1.8813,-10774.56647398844,0.0,Electronic technology,Electronic Technology,america,1.0,2.1392283521728186
141,NASDAQ:KINS,KINS,"Kingstone Companies, Inc",kingstone-companies,streaming,stock,['common'],,15.07,100,1,false,0,USD,-6.975308641975303,583032,7.4904319300164035,2.0119,373.49964697575894,0.0,Finance,Finance,america,1.0,2.5278876170655566
142,NYSE:VSTS,VSTS,Vestis Corporation,vestis,streaming,stock,['common'],,4.83,100,1,false,0,USD,-6.936416184971105,3353575,,-0.2275,-125.51878855860909,2.89855072463768,Consumer non-durables,Consumer Non-Durables,america,2.055556,1.827332069840612
143,NASDAQ:NEOV,NEOV,NeoVolta Inc.,neovolta,streaming,stock,['common'],,4.92,100,1,false,0,USD,-6.818181818181824,128049,,-0.1232,-115.76182136602453,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.5571528895162196
144,NASDAQ:FOXF,FOXF,Fox Factory Holding Corp.,fox-factory-holding,streaming,stock,['common'],,28.07,100,1,false,0,USD,-6.744186046511631,1565414,,-6.0492,-722.4737600329286,0.0,Producer manufacturing,Producer Manufacturing,america,1.5,2.012923537621685
145,NASDAQ:XBIO,XBIO,"Xenetic Biosciences, Inc.",xenetic-biosciences,streaming,stock,['common'],,2.77,100,1,false,0,USD,-6.73400673400674,10192,,-2.3795,18.39569258205014,0.0,Health technology,Health Technology,america,2.0,0.16259955074535432
146,NASDAQ:PRTG,PRTG,Portage Biotech Inc.,portage-biotech,streaming,stock,['common'],,9.3,100,1,false,0,USD,-6.720160481444331,121552,,,,0.0,Health technology,Health Technology,america,,2.062388123011691
147,NASDAQ:LFCR,LFCR,"Lifecore Biomedical, Inc.",lifecore-biomedical,streaming,stock,['common'],,7.24,100,1,false,0,USD,-6.7010309278350455,171759,,-1.304,-662.3113410952997,0.0,Health technology,Health Technology,america,1.333333,1.3569269565189912
148,AMEX:UAVS,UAVS,"AgEagle Aerial Systems, Inc.",ageagle-aerial-systems,streaming,stock,['common'],,2.09,100,1,false,0,USD,-6.696428571428586,5933051,,-31.4033,90.76290667251033,0.0,Electronic technology,Electronic Technology,america,,0.7757511708701552
149,NASDAQ:JLHL,JLHL,Julong Holding Limited,julong-limited,streaming,stock,['common'],,3.9842,100,1,false,0,USD,-6.69320843091334,10624,,,,0.0,Commercial services,Commercial Services,america,,0.3532971966346314
150,NASDAQ:REVB,REVB,"Revelation Biosciences, Inc.",revelation-biosciences,streaming,stock,['common'],,2.38,100,1,false,0,USD,-6.666666666666663,206166,,-68.4334,94.98698020157009,0.0,Health technology,Health Technology,america,1.0,1.0738355010643783
151,NASDAQ:SCNX,SCNX,"Scienture Holdings, Inc.",scienture,streaming,stock,['common'],,2.1,100,1,false,0,USD,-6.6666666666666625,137439,,-3.7887,86.73261779279674,0.0,Commercial services,Commercial Services,america,,0.9719755844519549
152,NASDAQ:KRUS,KRUS,"Kura Sushi USA, Inc.",kura-sushi-usa,streaming,stock,['common'],,77.61,100,1,false,0,USD,-6.640202093107177,303862,,-0.8139,-1089.9122807017543,0.0,Consumer services,Consumer Services,america,1.4,1.2723143440711278
153,NASDAQ:CJMB,CJMB,Callan JMB Inc.,callan-jmb,streaming,stock,['common'],,4.65,100,1,false,0,USD,-6.626506024096386,1343,,,,,Transportation,Transportation,america,,0.12092344816408852
154,NASDAQ:BIOX,BIOX,Bioceres Crop Solutions Corp.,bioceres-crop-solutions,streaming,stock,['common'],,3.1,100,1,false,0,USD,-6.626506024096377,178975,,-0.1451,-471.0997442455243,0.0,Process industries,Process Industries,america,1.0,1.4186665525233597
155,NASDAQ:VERX,VERX,"Vertex, Inc.",vertex,streaming,stock,['common'],,25.67,100,1,false,0,USD,-6.6205893052018805,3060044,,-0.3245,-368.62582781456956,0.0,Technology services,Technology Services,america,1.46875,1.4945637003927374
156,NASDAQ:DVAX,DVAX,Dynavax Technologies Corporation,dynavax,streaming,stock,['common'],,10.33,100,1,false,0,USD,-6.600361663652807,4776516,,-0.4746,-534.2177493138151,0.0,Health technology,Health Technology,america,1.5,4.404733174948517
157,NASDAQ:TXRH,TXRH,"Texas Roadhouse, Inc.",texas-roadhouse,streaming,stock,['common'],,172.84,100,1,false,0,USD,-6.578022809577854,3206989,26.36041971693509,6.5568,18.98522846876928,1.49271002082851,Consumer services,Consumer Services,america,1.666667,3.8918399716514833
158,NASDAQ:MCHP,MCHP,Microchip Technology Incorporated,microchip-technology,streaming,stock,['common'],,61.87,100,1,false,0,USD,-6.569012382965873,20070575,,-0.3325,-113.28405912904516,2.94003555842896,Electronic technology,Electronic Technology,america,1.339286,2.1704379550124684
159,NASDAQ:ADVM,ADVM,"Adverum Biotechnologies, Inc.",adverum-biotechnologies,streaming,stock,['common'],,2.29,100,1,false,0,USD,-6.530612244897964,129902,,-6.3901,37.53690054935387,0.0,Health technology,Health Technology,america,1.166667,1.437134360590158
160,NASDAQ:SEAT,SEAT,Vivid Seats Inc.,,streaming,stock,['common'],,16.76,100,1,false,0,USD,-6.525376464026761,822614,,-21.6736,-1604.16732190596,0.0,Consumer services,Consumer Services,america,1.772727,2.422168298699679
161,NYSE:SRI,SRI,"Stoneridge, Inc.",stoneridge,streaming,stock,['common'],,7.8,100,1,false,0,USD,-6.474820143884892,342166,,-1.0735,-1726.5151515151513,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.7503447828202653
162,NASDAQ:OMSE,OMSE,OMS Energy Technologies Inc.,oms-energy-technologies,streaming,stock,['common'],,6.96,100,1,false,0,USD,-6.451612903225811,66237,,,,0.0,Industrial services,Industrial Services,america,1.0,0.8964052844835286
163,NASDAQ:ARHS,ARHS,"Arhaus, Inc.",arhaus,streaming,stock,['common'],,11.22,100,1,false,0,USD,-6.422018348623849,3604588,22.21782178217822,0.505,-19.649960222752576,0.0,Consumer durables,Consumer Durables,america,1.678571,1.6483667894005722
164,NASDAQ:SAGT,SAGT,SAGTEC GLOBAL LIMITED,sagtec-global-limited,streaming,stock,['common'],,2.05,100,1,false,0,USD,-6.392694063926946,106615,2.3327264451524803,0.8788,61.722488038277525,0.0,Technology services,Technology Services,america,,1.309838996013293
165,NASDAQ:RUBI,RUBI,Rubico Inc.,,streaming,stock,['common'],,2.64,100,1,false,0,USD,-6.382978723404245,313949,,,,,Transportation,Transportation,america,,0.1313341804787967
166,NASDAQ:PGY,PGY,Pagaya Technologies Ltd.,pagaya-technologies-ltd,streaming,stock,['common'],,28.67,100,1,false,0,USD,-6.368386675375569,5966077,,-3.8361,-95.26112185686655,0.0,Technology services,Technology Services,america,1.1,1.6480614368158915
167,NASDAQ:CRBP,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",corbus-pharmaceuticals,streaming,stock,['common'],,8.43,100,1,false,0,USD,-6.333333333333337,86817,,-4.764,18.151361566875693,0.0,Health technology,Health Technology,america,1.0,0.6793112756892524
168,NASDAQ:EYE,EYE,"National Vision Holdings, Inc.",national-vision-holdings,streaming,stock,['common'],,22.64,100,1,false,0,USD,-6.3301613570542035,2546444,,-0.1827,82.4326923076923,0.0,Retail trade,Retail Trade,america,1.318182,1.0526331889294698
169,NASDAQ:ATLX,ATLX,Atlas Lithium Corporation,atlas-lithium,streaming,stock,['common'],,5.8,100,1,false,0,USD,-6.300484652665599,480154,,-2.1755,46.37002341920374,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,0.6872937527572394
170,NYSE:FSLY,FSLY,"Fastly, Inc.",fastly-inc,streaming,stock,['common'],,6.99,100,1,false,0,USD,-6.300268096514743,3628603,,-1.0369,16.135554836622454,0.0,Technology services,Technology Services,america,2.0,1.1042900778891187
