,ticker,name,description,logoid,update_mode,type,typespecs,market_cap_basicfundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
36,NASDAQ:CIGL,CIGL,Concorde International Group Ltd,concorde-international-ltd,delayed_streaming_900,stock,['common'],,2.34,100,1,false,0,USD,-15.217391304347824,183829,,,,0.0,Commercial services,Commercial Services,america,,1.1090310841692992
37,NASDAQ:NFE,NFE,New Fortress Energy Inc.,new-fortress-energy-llc,delayed_streaming_900,stock,['common'],,3.38,100,1,false,0,USD,-15.181932245922209,12104328,,-2.2557,-202.849717308043,10.0376411543287,Utilities,Utilities,america,1.666667,1.171453425289161
38,NASDAQ:MEIP,MEIP,"MEI Pharma, Inc.",mei-pharma,delayed_streaming_900,stock,['common'],,5.05,100,1,false,0,USD,-15.126050420168072,1091558,,-4.7521,-221.0602741121924,0.0,Health technology,Health Technology,america,,0.18811576202929917
39,NASDAQ:ATYR,ATYR,"aTyr Pharma, Inc.",atyr-pharma,delayed_streaming_900,stock,['common'],,5.245,100,1,false,0,USD,-14.853896103896105,12839883,,-0.8062,10.729708780865904,0.0,Health technology,Health Technology,america,1.0,1.864285650192533
40,NYSE:XPER,XPER,Xperi Inc.,xperi,delayed_streaming_900,stock,['common'],,6.43,100,1,false,0,USD,-14.72148541114059,1140450,,-0.0856,96.55754845974424,0.0,Technology services,Technology Services,america,1.125,4.810612579596878
41,NASDAQ:NCT,NCT,Intercont (Cayman) Limited,intercont-cayman-limited,delayed_streaming_900,stock,['common'],,3.49,100,1,false,0,USD,-14.66992665036674,123112,,,,0.0,Transportation,Transportation,america,,6.643821200954626
42,AMEX:MI,MI,NFT Limited,takung-art,delayed_streaming_900,stock,['common'],,3.05,100,1,false,0,USD,-14.565826330532214,25454,1.0779670601540963,2.8294,,0.0,Technology services,Technology Services,america,,0.7068729467109885
43,NASDAQ:TRON,TRON,Tron Inc.,srm-entertainment,delayed_streaming_900,stock,['common'],,9.29,100,1,false,0,USD,-14.41731920773838,4425067,,-0.2567,36.12839014680269,0.0,Consumer durables,Consumer Durables,america,,0.5481215502386795
44,AMEX:MRT,MRT,"Marti Technologies, Inc.",marti-technologies,delayed_streaming_900,stock,['common'],,2.3,100,1,false,0,USD,-14.17910447761195,1744495,,-1.2529,-2588.62660944206,0.0,Finance,Finance,america,1.2,33.90614704950565
45,NASDAQ:RMSG,RMSG,Real Messenger Corporation,real-messenger,delayed_streaming_900,stock,['common'],,2.06,100,1,false,0,USD,-14.16666666666666,177422,,,,0.0,Technology services,Technology Services,america,,0.8032335422055036
46,NASDAQ:MLGO,MLGO,"MicroAlgo, Inc.",microalgo,delayed_streaming_900,stock,['common'],,10.01,100,1,false,0,USD,-14.150943396226417,1021327,0.20066795767730347,49.8834,,0.0,Technology services,Technology Services,america,,1.4100290762315757
47,NASDAQ:YYGH,YYGH,YY Group Holding Limited,yy-limited,delayed_streaming_900,stock,['common'],,2.07,100,1,false,0,USD,-14.107883817427396,430769,,-0.1171,,0.0,Commercial services,Commercial Services,america,,1.6362214390820702
48,NASDAQ:CYCC,CYCC,"Cyclacel Pharmaceuticals, Inc.",cyclacel-pharmaceuticals,delayed_streaming_900,stock,['common'],,13.25,100,1,false,0,USD,-13.905133203378819,250575,,-733.968,86.27797620115943,0.0,Health technology,Health Technology,america,,0.02481595170068572
49,NYSE:AMPX,AMPX,"Amprius Technologies, Inc.",amprius-technologies,delayed_streaming_900,stock,['common'],,7.14,100,1,false,0,USD,-13.872135102533168,10119056,,-0.4109,4.241435562805871,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.872229137351711
